IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_long_parameters_list
4232,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,GrammerException,"GrammerException(String, Exception)",2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,15.0,4.0,18.0,18.0,24.0,1.0,0.0,1.0,9.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4281,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,Scanner,"tokenType()",0.0,1.0,0.0,0.0,13.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,32.0,0.0,2.0,1.0,24.0,11.0,0.0,1.0,590.0,550.0,72.0,0.191666666666667,0.0,3.0,34.0,0.0,174.0,0.777126099706745,0.578947368421053,166.0,5.4375,6.91666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4308,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,Util,"hasMethodBody(short)",1.0,1.0,2.0,1.0,1.0,2.0,7.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,24.0,2.0,0.0,1.0,669.0,669.0,0.0,0.0,2.0,1.0,24.0,0.0,251.0,1.0,0.923076923076923,251.0,10.4583333333333,10.4583333333333,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,false
4312,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,Util,"toInnerClassName(String)",1.0,1.0,0.0,0.0,1.0,2.0,22.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,24.0,2.0,0.0,1.0,669.0,669.0,0.0,0.0,2.0,1.0,24.0,0.0,251.0,1.0,0.923076923076923,251.0,10.4583333333333,10.4583333333333,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,false
4325,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,OpcodeLoader,"loadOpcodes()",0.0,1.0,0.0,0.0,0.0,2.0,17.0,3.0,0.0,6.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,1.0,5.0,1.0,0.0,1.0,174.0,174.0,10.0,0.1,0.0,1.0,6.0,0.0,45.0,0.75,1.0,45.0,9.0,9.0,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,false
4328,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,OpcodeLoader,"prt(String)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,14.0,1.0,5.0,1.0,0.0,1.0,174.0,174.0,10.0,0.1,0.0,1.0,6.0,0.0,45.0,0.75,1.0,45.0,9.0,9.0,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,false
4356,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Constant_String,"Constant_String(int)",1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,11.0,11.0,5.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,0.666666666666667,2.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
4387,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"toString(Constant_Methodref)",1.0,0.0,2.0,1.0,0.0,1.0,12.0,1.0,0.0,6.0,0.0,9.0,0.333333333333333,2.0,6.0,1.0,0.0,3.0,0.0,0.666666666666667,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4395,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"toString_Static(JavaClass)",1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4400,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readConstantPool()",0.0,0.0,11.0,1.0,0.0,2.0,48.0,13.0,0.0,3.0,0.0,17.0,0.214285714285714,12.0,24.0,3.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4404,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readInterfaces(int)",0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4408,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readField(DataInputStream)",1.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,7.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4411,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readExceptionTableItem(DataInputStream)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
377,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"parseMethodAttributes(Method, ArrayList, LabeledInstructions, Attribute_Code, ArrayList)",5.0,0.0,9.0,2.0,0.0,4.0,48.0,10.0,0.0,6.0,0.0,17.0,0.166666666666667,1.0,6.0,2.0,0.0,3.0,0.0,0.333333333333333,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
379,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser.OpcodeWrapper,"OpcodeWrapper(int, byte, byte[][], Object)",4.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,14.0,14.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,0.666666666666667,2.0,1.0,1.0,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
381,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,GrammerException,"GrammerException(int, int, int, String)",4.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,15.0,4.0,18.0,18.0,24.0,1.0,0.0,1.0,9.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
382,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,GrammerException,"GrammerException(int, int, String)",3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,15.0,4.0,18.0,18.0,24.0,1.0,0.0,1.0,9.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
383,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"addFieldref(String, String, String)",3.0,1.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,6.0,0.0,9.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
384,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"addInterfaceMethodref(String, String, String, String)",4.0,1.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,7.0,0.0,10.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
385,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"addMethodref(String, String, String, String)",4.0,1.0,0.0,0.0,1.0,2.0,14.0,2.0,0.0,7.0,0.0,10.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
386,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"addMethodNameAndType(String, String, String)",3.0,0.0,0.0,0.0,0.0,2.0,19.0,2.0,0.0,7.0,0.0,10.0,1.0,2.0,6.0,3.0,0.0,3.0,0.0,0.666666666666667,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
388,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ParsingException,"ParsingException(int, int, String)",3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,1.0,14.0,3.0,50.0,50.0,0.0,1.0,0.0,0.0,6.0,1.0,13.0,0.6,1.0,13.0,2.16666666666667,2.16666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
389,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,Scanner,"partialScanner(char[], int, int, int, int)",5.0,1.0,0.0,0.0,4.0,1.0,11.0,1.0,0.0,6.0,0.0,13.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,32.0,0.0,2.0,1.0,24.0,11.0,0.0,1.0,590.0,550.0,72.0,0.191666666666667,0.0,3.0,34.0,0.0,174.0,0.777126099706745,0.578947368421053,166.0,5.4375,6.91666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
390,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,Scanner,"Scanner(String, int, int)",3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,32.0,0.0,2.0,1.0,24.0,11.0,0.0,1.0,590.0,550.0,72.0,0.191666666666667,0.0,3.0,34.0,0.0,174.0,0.777126099706745,0.578947368421053,166.0,5.4375,6.91666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
391,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,Scanner,"exception(int, int, int, String)",4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,32.0,0.0,2.0,1.0,24.0,11.0,0.0,1.0,590.0,550.0,72.0,0.191666666666667,0.0,3.0,34.0,0.0,174.0,0.777126099706745,0.578947368421053,166.0,5.4375,6.91666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
392,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,Util,"padChar(String, int, char)",3.0,2.0,0.0,0.0,1.0,2.0,11.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,24.0,2.0,0.0,1.0,669.0,669.0,0.0,0.0,2.0,1.0,24.0,0.0,251.0,1.0,0.923076923076923,251.0,10.4583333333333,10.4583333333333,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,false
394,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_LineNumberTable,"Attribute_LineNumberTable(int, int, LineNumber[])",3.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,0.666666666666667,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,23.0,23.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.333333333333333,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
395,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_InnerClasses.InnerClass,"InnerClass(int, int, int, int)",4.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,16.0,16.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.2,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,true
397,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_Exceptions,"Attribute_Exceptions(int, int, int[])",3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,0.666666666666667,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,11.0,11.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.333333333333333,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
398,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_Code.ExceptionTableItem,"ExceptionTableItem(int, int, int, int)",4.0,2.0,0.0,0.0,2.0,1.0,6.0,1.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,16.0,16.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.2,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,true
399,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_Code.Opcode,"Opcode(int, byte, byte[][])",3.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,22.0,22.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.4,2.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
401,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_LocalVariableTable,"Attribute_LocalVariableTable(int, int, LocalVariable[])",3.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,0.666666666666667,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,32.0,32.0,3.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.333333333333333,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
403,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Method,"Method(int, int, int, int, Attribute[])",5.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,20.0,20.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.166666666666667,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,true
404,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"getLocalVariableName(int, int, LocalVariable[])",3.0,0.0,4.0,1.0,0.0,3.0,26.0,8.0,0.0,5.0,0.0,10.0,0.2,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
6,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_Code,"Attribute_Code(int, int, int, int, Opcode[], int, ExceptionTableItem[], int, Attribute[])",9.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,9.0,0.0,18.0,0.888888888888889,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,76.0,76.0,8.0,1.0,8.0,2.0,3.0,0.0,2.0,2.0,0.2,2.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,true
8029,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBaseBreak,"JRBaseBreak(JRBreak, JRBaseObjectFactory)",2.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,2.0,5.0,3.0,8.0,5.0,48.0,2.0,115.0,95.0,74.0,0.0357142857142857,1.0,23.0,81.0,0.0,11.0,0.977777777777778,0.666666666666667,9.0,1.1,1.125,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
8055,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBasePrintGraphicElement,"readObject(ObjectInputStream)",1.0,0.0,1.0,1.0,0.0,2.0,16.0,3.0,0.0,1.0,0.0,9.0,0.833333333333333,3.0,6.0,5.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,17.0,?,4.0,5.0,11.0,6.0,?,2.0,181.0,127.0,270.0,0.104761904761905,0.0,12.0,29.0,4.0,20.0,0.9375,?,14.0,1.17647058823529,1.27272727272727,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
8587,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBasePrintText,"getModeValue()",0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,122.0,0.0,201.0,1.0,14.0,18.0,79.0,64.0,31.0,2.0,1849.0,791.0,30542.0,0.0877620425359119,0.0,33.0,336.0,0.0,223.0,0.99046875,0.39,93.0,1.10945273631841,1.17721518987342,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
9102,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBaseSortField,"clone()",0.0,0.0,0.0,0.0,0.0,2.0,11.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,0.0,10.0,1.0,5.0,4.0,5.0,7.0,0.0,1.0,131.0,79.0,88.0,0.0476190476190476,1.0,7.0,17.0,1.0,13.0,0.984126984126984,0.25,7.0,1.3,1.4,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
9487,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRStyledText,"length()",0.0,11.0,0.0,0.0,19.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,16.0,1.0,1.0,4.0,11.0,10.0,0.0,1.0,401.0,347.0,64.0,0.351648351648352,1.0,4.0,22.0,0.0,47.0,0.886666666666667,0.6,38.0,2.9375,3.45454545454545,96.0,756.0,11.0,17329.0,801.0,66,1571,291,17113,11938,260912,false
9849,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRXmlWriteHelper,"flushBuffer()",0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,52.0,0.0,3.0,6.0,51.0,12.0,0.0,1.0,619.0,613.0,560.0,0.032156862745098,4.0,5.0,63.0,0.0,106.0,0.968954248366013,0.888888888888889,105.0,2.03846153846154,2.05882352941176,96.0,756.0,11.0,17329.0,801.0,66,1571,291,17113,11938,260912,false
12887,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine,JRAbstractObjectFactory,"getVisitResult(JRVisitable)",1.0,13.0,0.0,0.0,13.0,2.0,9.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,28.0,?,0.0,1.0,26.0,2.0,?,1.0,188.0,162.0,54.0,0.00529100529100529,0.0,25.0,29.0,2.0,29.0,0.962962962962963,?,27.0,1.03571428571429,1.03846153846154,48.0,1247.0,93.0,18514.0,1653.0,66,1571,291,17113,11938,260912,false
13637,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine,JRWrappingSvgRenderer,"getBackcolor()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,0.0,3.0,4.0,4.0,3.0,85.0,50.0,17.0,0.5,0.0,5.0,13.0,0.0,8.0,0.9375,0.5,4.0,1.6,1.33333333333333,48.0,1247.0,93.0,18514.0,1653.0,66,1571,291,17113,11938,260912,false
13769,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine,JRTextField,"setBlankWhenNull(boolean)",1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,13.0,?,7.0,0.0,9.0,7.0,?,?,121.0,96.0,0.0,0.0,7.0,4.0,13.0,0.0,13.0,1.08333333333333,0.0,9.0,1.0,1.0,48.0,1247.0,93.0,18514.0,1653.0,66,1571,291,17113,11938,260912,false
13830,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine,ElementDecorator,"getHeight()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,51.0,?,0.0,1.0,36.0,1.0,?,1.0,277.0,183.0,1879.0,0.431020408163265,0.0,18.0,85.0,1.0,52.0,0.36,?,37.0,1.01960784313725,1.02777777777778,48.0,1247.0,93.0,18514.0,1653.0,66,1571,291,17113,11938,260912,false
