IDMethod,project,package,complextype,method,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
14,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.main,HtmlTools,"removeInvalidXmlCharacters(String)",1.0,1.0,0.0,0.0,1.0,7.0,63.0,11.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,1.0,3.0,25.0,8.0,0.0,1.0,615.0,615.0,292.0,0.00395256916996047,2.0,2.0,30.0,0.0,100.0,1.0,0.92,100.0,4.0,4.0,50.0,388.0,3.0,8258.0,437.0,43,849,78,5788,4778,65687,true
15,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.main,XMLElement,"scanElement(XMLElement)",1.0,0.0,0.0,0.0,0.0,6.0,163.0,29.0,0.0,12.0,0.0,25.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,90.0,1.0,0.0,1.0,83.0,18.0,0.0,1.0,2829.0,2637.0,54.0,0.0424555364314401,4.0,1.0,91.0,1.0,252.0,0.971910112359551,0.845070422535211,242.0,2.8,2.91566265060241,50.0,388.0,3.0,8258.0,437.0,43,849,78,5788,4778,65687,true
16,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.modes.mindmapmode.actions,ImportExplorerFavoritesAction,"importExplorerFavorites(File, MindMapNode, boolean)",3.0,0.0,1.0,1.0,0.0,7.0,53.0,12.0,0.0,12.0,0.0,15.0,1.0,4.0,12.0,1.0,0.0,7.0,0.0,0.571428571428571,0.0,0.0,0.0,4.0,0.0,2.0,6.0,4.0,1.0,15.0,2.0,91.0,91.0,94.0,1.0,0.0,6.0,19.0,0.0,16.0,0.333333333333333,1.0,16.0,4.0,4.0,74.0,380.0,4.0,5031.0,435.0,43,849,78,5788,4778,65687,true
18,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.modes.mindmapmode.actions,PasteAction,"pasteStringWithoutRedisplay(Transferable, MindMapNode, boolean, boolean)",4.0,2.0,1.0,1.0,2.0,6.0,107.0,22.0,0.0,26.0,0.0,32.0,0.666666666666667,6.0,12.0,2.0,0.0,10.0,0.0,0.6,1.0,1.0,7.0,18.0,0.0,14.0,21.0,17.0,8.0,15.0,2.0,660.0,647.0,1100.0,0.714285714285714,0.0,15.0,67.0,0.0,67.0,0.889705882352941,1.0,66.0,3.72222222222222,3.88235294117647,74.0,380.0,4.0,5031.0,435.0,43,849,78,5788,4778,65687,true
19,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.modes.mindmapmode.actions,PasteAction.HtmlFlavorHandler,"paste(Object, MindMapNode, boolean, boolean, Transferable)",5.0,0.0,2.0,2.0,0.0,6.0,73.0,11.0,0.0,20.0,0.0,24.0,0.0,7.0,18.0,0.0,0.0,13.0,0.0,0.538461538461538,1.0,0.0,0.0,2.0,0.0,3.0,7.0,2.0,0.0,0.0,1.0,81.0,81.0,54.0,0.0,0.0,9.0,15.0,0.0,12.0,0.0,1.0,12.0,6.0,6.0,74.0,380.0,4.0,5031.0,435.0,43,849,78,5788,4778,65687,false
20,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.extensions,ImportWizard,"addClassesFromDir(Vector, File, File, int)",4.0,0.0,0.0,0.0,0.0,6.0,53.0,8.0,0.0,12.0,0.0,14.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,5.0,4.0,0.0,1.0,170.0,170.0,58.0,0.666666666666667,2.0,2.0,10.0,0.0,24.0,0.8125,0.666666666666667,24.0,4.8,4.8,18.0,108.0,8.0,1339.0,136.0,43,849,78,5788,4778,65687,true
21,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.view.mindmapview,NodeView,"treeNodesRemoved(TreeModelEvent)",1.0,0.0,0.0,0.0,0.0,6.0,50.0,15.0,0.0,10.0,0.0,13.0,1.0,2.0,6.0,1.0,0.0,3.0,0.0,0.666666666666667,1.0,27.0,0.0,98.0,4.0,14.0,21.0,71.0,23.0,516.0,4.0,1350.0,995.0,9678.0,0.0711039828922748,4.0,23.0,185.0,0.0,277.0,0.98027790228597,0.6,203.0,2.8265306122449,2.85915492957746,59.0,322.0,2.0,6298.0,410.0,43,849,78,5788,4778,65687,true
22,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.modes.mindmapmode.hooks,MindMapHookFactory,"searchFor(Class baseClass, Class mode)",2.0,0.0,2.0,2.0,0.0,6.0,31.0,6.0,0.0,10.0,0.0,14.0,0.666666666666667,2.0,6.0,2.0,0.0,4.0,0.0,0.5,0.0,1.0,1.0,17.0,0.0,11.0,10.0,16.0,7.0,3.0,2.0,323.0,274.0,650.0,0.0222222222222222,0.0,18.0,53.0,0.0,43.0,0.946428571428571,0.909090909090909,37.0,2.52941176470588,2.3125,5.0,23.0,0.0,391.0,26.0,43,849,78,5788,4778,65687,false
23,/mnt/qualitas/qualitas_corpus_compile/freemind-0.9.0,freemind.modes.mindmapmode.hooks,MindMapHookFactory,"actualizePlugins()",0.0,0.0,4.0,3.0,0.0,6.0,56.0,8.0,0.0,11.0,0.0,22.0,0.777777777777778,6.0,18.0,7.0,0.0,9.0,0.0,0.666666666666667,0.0,1.0,1.0,17.0,0.0,11.0,10.0,16.0,7.0,3.0,2.0,323.0,274.0,650.0,0.0222222222222222,0.0,18.0,53.0,0.0,43.0,0.946428571428571,0.909090909090909,37.0,2.52941176470588,2.3125,5.0,23.0,0.0,391.0,26.0,43,849,78,5788,4778,65687,false
4399,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"parseLineNumbers(String)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4410,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"parseFloat(String)",1.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4411,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"parseDouble(String)",1.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4413,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"main(String[])",1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4421,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"ConstantPoolGenerator()",0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4423,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"addClass(String)",1.0,1.0,0.0,0.0,5.0,2.0,16.0,2.0,0.0,3.0,0.0,6.0,1.0,2.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4444,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,ConstantPoolGenerator,"ensureCapacity(ConstantPoolItem[])",0.0,0.0,0.0,0.0,0.0,2.0,7.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0.0,11.0,14.0,24.0,6.0,0.0,1.0,312.0,304.0,670.0,0.833333333333333,0.0,15.0,41.0,0.0,62.0,0.701388888888889,0.923076923076923,61.0,2.48,2.54166666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4482,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,Scanner,"consumeDigits()",0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,32.0,0.0,2.0,1.0,24.0,11.0,0.0,1.0,590.0,550.0,72.0,0.191666666666667,0.0,3.0,34.0,0.0,174.0,0.777126099706745,0.578947368421053,166.0,5.4375,6.91666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4488,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,Scanner,"exception(int,int,int,String)",4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,32.0,0.0,2.0,1.0,24.0,11.0,0.0,1.0,590.0,550.0,72.0,0.191666666666667,0.0,3.0,34.0,0.0,174.0,0.777126099706745,0.578947368421053,166.0,5.4375,6.91666666666667,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
4514,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,Util,"padChar(String,int,char)",3.0,2.0,0.0,0.0,1.0,2.0,11.0,3.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,24.0,2.0,0.0,1.0,669.0,669.0,0.0,0.0,2.0,1.0,24.0,0.0,251.0,1.0,0.923076923076923,251.0,10.4583333333333,10.4583333333333,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,false
4531,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_Code,"Attribute_Code(int, int, int, int, Opcode[], int, ExceptionTableItem[], int, Attribute[])",9.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,0.0,9.0,0.0,18.0,0.888888888888889,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,76.0,76.0,8.0,1.0,8.0,2.0,3.0,0.0,2.0,2.0,0.2,2.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
4536,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Attribute_Code.Opcode,"Opcode(int, byte,byte[][])",3.0,3.0,0.0,0.0,3.0,1.0,5.0,1.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,22.0,22.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,0.4,2.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
4567,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.classes,Method,"Method(int, int, int, int, Attribute[])",5.0,2.0,0.0,0.0,2.0,1.0,7.0,1.0,0.0,5.0,0.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,20.0,20.0,0.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.166666666666667,1.0,1.0,1.0,32.0,40.0,0.0,1690.0,42.0,4,48,1,245,233,6694,false
4572,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"toString(Attribute_Synthetic)",1.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4575,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"toString(Attribute_LineNumberTable)",1.0,0.0,7.0,4.0,0.0,2.0,12.0,3.0,0.0,3.0,0.0,11.0,0.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4587,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"toString(Constant_Fieldref)",1.0,0.0,2.0,1.0,0.0,1.0,9.0,1.0,0.0,5.0,0.0,8.0,0.333333333333333,2.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4605,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readMethods()",0.0,0.0,0.0,0.0,0.0,3.0,10.0,3.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4611,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readLineNumber(DataInputStream)",1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
4612,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"readLocalVariable(DataInputStream)",1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,false
172,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"parseClassSignature()",0.0,0.0,5.0,1.0,0.0,5.0,40.0,10.0,0.0,2.0,0.0,16.0,0.583333333333333,4.0,14.0,7.0,0.0,8.0,0.0,0.5,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,false
173,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,JavaClassDumpper,"dumpAttribute(Attribute)",1.0,0.0,43.0,12.0,0.0,5.0,96.0,20.0,0.0,12.0,0.0,56.0,0.0227272727272727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,96.0,1.0,10.0,3.0,0.0,1.0,243.0,243.0,16.0,1.0,0.0,28.0,12.0,0.0,47.0,0.481481481481482,1.0,47.0,4.7,4.7,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
174,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.helper,OpcodeLoader,"processOpcode(Node)",1.0,0.0,14.0,1.0,0.0,5.0,104.0,33.0,0.0,11.0,0.0,26.0,0.0666666666666667,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,14.0,1.0,5.0,1.0,0.0,1.0,174.0,174.0,10.0,0.1,0.0,1.0,6.0,0.0,45.0,0.75,1.0,45.0,9.0,9.0,5.0,33.0,0.0,943.0,34.0,4,48,1,245,233,6694,true
24,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.compiler,SourceCodeParser,"parseMethodInstructions(Method)",1.0,0.0,56.0,2.0,0.0,6.0,523.0,139.0,0.0,25.0,0.0,105.0,0.3,7.0,38.0,24.0,0.0,19.0,0.0,0.368421052631579,1.0,0.0,2.0,29.0,0.0,106.0,25.0,29.0,4.0,0.0,1.0,1371.0,1371.0,4344.0,0.0,0.0,27.0,87.0,0.0,328.0,0.723214285714286,1.0,328.0,11.3103448275862,11.3103448275862,8.0,97.0,1.0,2639.0,106.0,4,48,1,245,233,6694,true
25,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"toString(Attribute_Code, HashSet)",2.0,0.0,83.0,8.0,0.0,6.0,257.0,75.0,0.0,16.0,0.0,101.0,0.0235294117647059,3.0,10.0,2.0,0.0,5.0,0.0,0.6,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,true
26,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,SourceCodeBuilder,"calculateReferences(Method)",1.0,0.0,47.0,11.0,0.0,10.0,103.0,43.0,0.0,17.0,0.0,65.0,0.0208333333333333,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,173.0,4.0,31.0,2.0,0.0,1.0,828.0,828.0,1106.0,0.0,0.0,36.0,44.0,0.0,213.0,0.666666666666667,1.0,213.0,6.87096774193548,6.87096774193548,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,true
27,/mnt/qualitas/qualitas_corpus_compile/jasml-0.10,com.jasml.decompiler,JavaClassParser,"parseOpcodes(byte[])",1.0,0.0,6.0,3.0,0.0,6.0,125.0,21.0,0.0,20.0,0.0,26.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,44.0,31.0,21.0,17.0,0.0,1.0,569.0,569.0,764.0,1.0,0.0,35.0,53.0,0.0,91.0,0.911764705882353,1.0,91.0,4.33333333333333,4.33333333333333,3.0,54.0,0.0,1422.0,54.0,4,48,1,245,233,6694,true
5728,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRTemplateText,"getMarkup()",0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,83.0,0.0,161.0,2.0,10.0,16.0,78.0,47.0,26.0,2.0,1585.0,792.0,19816.0,0.134819532908705,0.0,36.0,296.0,0.0,174.0,0.98656914893617,0.490196078431373,89.0,1.08074534161491,1.14102564102564,184.0,2134.0,16.0,45362.0,3035.0,66,1571,291,17113,11938,260912,false
6088,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRFillParameter,"isForPrompting()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,17.0,1.0,0.0,1.0,14.0,2.0,0.0,1.0,146.0,120.0,263.0,0.466666666666667,0.0,6.0,29.0,1.0,17.0,0.65625,0.8125,14.0,1.0,1.0,184.0,2134.0,16.0,45362.0,3035.0,66,1571,291,17113,11938,260912,false
6610,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRFillTextElement,"getTopPadding()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,82.0,0.0,171.0,?,11.0,24.0,89.0,16.0,?,2.0,1536.0,749.0,26311.0,0.0017821499857428,0.0,46.0,285.0,2.0,198.0,0.993014705882353,?,106.0,1.15789473684211,1.19101123595506,184.0,2134.0,16.0,45362.0,3035.0,66,1571,291,17113,11938,260912,false
6773,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.fill,JRBigDecimalDistinctCountIncrementer,"increment(JRCalculable, Object, AbstractValueProvider)",3.0,0.0,1.0,1.0,0.0,2.0,16.0,2.0,0.0,4.0,0.0,4.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,0.6,0.0,0.0,0.0,5.0,1.0,2.0,3.0,5.0,1.0,2.0,2.0,55.0,55.0,58.0,0.0,0.0,6.0,13.0,0.0,6.0,1.0,1.0,6.0,1.2,1.2,184.0,2134.0,16.0,45362.0,3035.0,66,1571,291,17113,11938,260912,false
7805,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBaseReport,"getColumnHeader()",0.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,38.0,0.0,71.0,0.0,12.0,10.0,33.0,46.0,0.0,1.0,766.0,427.0,7564.0,0.0727272727272727,1.0,27.0,145.0,2.0,92.0,0.992857142857143,0.442857142857143,53.0,1.29577464788732,1.60606060606061,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
8095,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBaseStyle,"getOwnModeValue()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,95.0,1.0,184.0,1.0,4.0,18.0,89.0,82.0,0.0,1.0,1790.0,920.0,40917.0,0.101365611421477,23.0,25.0,299.0,2.0,216.0,0.993869119019059,0.426470588235294,119.0,1.17391304347826,1.33707865168539,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
8944,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBasePrintText,"setPadding(int)",1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,122.0,0.0,201.0,1.0,14.0,18.0,79.0,64.0,31.0,2.0,1849.0,791.0,30542.0,0.0877620425359119,0.0,33.0,336.0,0.0,223.0,0.99046875,0.39,93.0,1.10945273631841,1.17721518987342,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
9130,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.base,JRBaseBox,"getOwnBorderColor()",0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,2.0,25.0,0.0,62.0,0.0,1.0,5.0,37.0,17.0,0.0,1.0,619.0,394.0,5347.0,1.0,0.0,11.0,100.0,0.0,63.0,0.9450337512054,0.590163934426229,38.0,1.01612903225806,1.02702702702703,74.0,1060.0,1.0,22173.0,1956.0,66,1571,291,17113,11938,260912,false
10167,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRXmlWriteHelper.StackElement,"addAttribute(String, String, boolean)",3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,3.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,1.0,29.0,29.0,12.0,0.0,0.0,3.0,5.0,0.0,3.0,1.33333333333333,0.0,3.0,1.0,1.0,96.0,756.0,11.0,17329.0,801.0,66,1571,291,17113,11938,260912,false
10196,/mnt/qualitas/qualitas_corpus_compile/jasperreports-3.7.3,net.sf.jasperreports.engine.util,JRQueryExecuterUtils,"JRQueryExecuterUtils()",0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,30.0,30.0,24.0,1.0,0.0,5.0,6.0,0.0,4.0,0.0,1.0,4.0,2.0,2.0,96.0,756.0,11.0,17329.0,801.0,66,1571,291,17113,11938,260912,false
